time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-22 00:00:00+00:00,14,9,1.0,1.0
2025-06-23 00:00:00+00:00,31,8,,
2025-06-24 00:00:00+00:00,23,12,3.0,1.0
2025-06-25 00:00:00+00:00,29,16,26.0,5.0
2025-06-26 00:00:00+00:00,9,6,10.0,2.0
2025-06-27 00:00:00+00:00,10,6,3.0,1.0
2025-06-28 00:00:00+00:00,22,12,7.0,3.0
2025-06-29 00:00:00+00:00,22,10,,
2025-06-30 00:00:00+00:00,11,7,41.0,2.0
2025-07-01 00:00:00+00:00,7,6,22.0,1.0
2025-07-02 00:00:00+00:00,18,10,21.0,2.0
2025-07-03 00:00:00+00:00,11,8,,
2025-07-04 00:00:00+00:00,9,7,27.0,2.0
2025-07-05 00:00:00+00:00,7,3,1.0,1.0
