time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-14 00:00:00+00:00,8,8,8.0,2.0
2024-09-15 00:00:00+00:00,10,6,59.0,2.0
2024-09-16 00:00:00+00:00,4,3,13.0,2.0
2024-09-17 00:00:00+00:00,4,4,,
2024-09-18 00:00:00+00:00,15,6,85.0,5.0
2024-09-19 00:00:00+00:00,2,2,,
2024-09-20 00:00:00+00:00,9,9,105.0,3.0
2024-09-21 00:00:00+00:00,7,7,42.0,1.0
2024-09-22 00:00:00+00:00,6,6,48.0,1.0
2024-09-23 00:00:00+00:00,5,5,57.0,2.0
2024-09-24 00:00:00+00:00,4,4,34.0,3.0
2024-09-25 00:00:00+00:00,7,2,1.0,1.0
2024-09-26 00:00:00+00:00,2,2,3.0,1.0
2024-09-27 00:00:00+00:00,4,3,1.0,1.0
