time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-21 00:00:00+00:00,8,7,38,9
2024-11-22 00:00:00+00:00,11,7,22,3
2024-11-23 00:00:00+00:00,4,4,39,4
2024-11-24 00:00:00+00:00,2,1,13,2
2024-11-25 00:00:00+00:00,6,5,16,1
2024-11-26 00:00:00+00:00,5,5,21,2
2024-11-27 00:00:00+00:00,4,3,9,1
2024-11-28 00:00:00+00:00,5,3,1,1
2024-11-29 00:00:00+00:00,2,1,20,3
2024-11-30 00:00:00+00:00,3,2,18,5
2024-12-01 00:00:00+00:00,2,2,32,3
2024-12-02 00:00:00+00:00,12,10,37,4
2024-12-03 00:00:00+00:00,6,5,23,2
2024-12-04 00:00:00+00:00,1,1,68,5
