time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-11 00:00:00+00:00,12,10,0,0
2026-02-12 00:00:00+00:00,3,3,5,2
2026-02-13 00:00:00+00:00,27,10,20,5
2026-02-14 00:00:00+00:00,2,1,15,2
2026-02-15 00:00:00+00:00,3,3,1,1
2026-02-16 00:00:00+00:00,156,30,16,2
2026-02-17 00:00:00+00:00,2,2,6,2
2026-02-18 00:00:00+00:00,25,11,33,5
2026-02-19 00:00:00+00:00,10,4,96,11
2026-02-20 00:00:00+00:00,11,5,73,8
2026-02-21 00:00:00+00:00,10,7,25,2
2026-02-22 00:00:00+00:00,11,9,3,3
2026-02-23 00:00:00+00:00,4,4,69,8
2026-02-24 00:00:00+00:00,5,4,30,3
