url_path,views_total,views_unique
/varabyte/kobweb-templates/tree/1d6d41fda724d6c451a1a63c5b0c4012f702ef4f,10,7
/varabyte/kobweb-templates,8,6
/varabyte/kobweb-templates/tree/1d6d41fda724d6c451a1a63c5b0c4012f702ef4f/examples,6,6
/varabyte/kobweb-templates/tree/d151f08a366cef4f44f344ff8e3368c00e2c2955,5,5
/varabyte/kobweb-templates/tree/1d6d41fda724d6c451a1a63c5b0c4012f702ef4f/app,5,3
/varabyte/kobweb-templates/tree/main/examples/todo,5,2
/varabyte/kobweb-templates/tree/main/examples,4,3
/varabyte/kobweb-templates/tree/1d6d41fda724d6c451a1a63c5b0c4012f702ef4f/app/default,2,2
/varabyte/kobweb-templates/tree/main/app,2,2
/varabyte/kobweb-templates/blob/1d6d41fda724d6c451a1a63c5b0c4012f702ef4f/app/empty/site/build.gradle.kts.ftl,2,1
