url_path,views_total,views_unique
/varabyte/kobweb-templates,14,8
/varabyte/kobweb-templates/tree/ee1047ef7c9c2268a3406a1d3d443918c8e61012,11,8
/varabyte/kobweb-templates/tree/main/examples,8,6
/varabyte/kobweb-templates/tree/ee1047ef7c9c2268a3406a1d3d443918c8e61012/examples,7,6
/varabyte/kobweb-templates/tree/ee1047ef7c9c2268a3406a1d3d443918c8e61012/app,6,6
/varabyte/kobweb-templates/tree/main/app,6,3
/varabyte/kobweb-templates/blob/main/examples/chat/gradle/libs.versions.toml,6,2
/varabyte/kobweb-templates/tree/main/app/default,5,2
/varabyte/kobweb-templates/tree/main/app/default/site,5,2
/varabyte/kobweb-templates/blob/main/app/default/site/resources/markdown/About.md,5,1
