time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-08 00:00:00+00:00,12,9,10.0,2.0
2025-05-09 00:00:00+00:00,18,8,11.0,1.0
2025-05-10 00:00:00+00:00,11,8,8.0,1.0
2025-05-11 00:00:00+00:00,5,4,9.0,1.0
2025-05-12 00:00:00+00:00,13,9,4.0,2.0
2025-05-13 00:00:00+00:00,15,14,5.0,2.0
2025-05-14 00:00:00+00:00,5,5,,
2025-05-15 00:00:00+00:00,21,12,17.0,4.0
2025-05-16 00:00:00+00:00,22,9,20.0,2.0
2025-05-17 00:00:00+00:00,47,19,,
2025-05-18 00:00:00+00:00,3,3,5.0,2.0
2025-05-19 00:00:00+00:00,14,10,10.0,3.0
2025-05-20 00:00:00+00:00,5,4,,
2025-05-21 00:00:00+00:00,8,5,1.0,1.0
