time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-23 00:00:00+00:00,4,4,69,8
2026-02-24 00:00:00+00:00,5,4,30,3
2026-02-25 00:00:00+00:00,11,7,5,1
2026-02-26 00:00:00+00:00,8,6,41,5
2026-02-27 00:00:00+00:00,7,5,2,2
2026-02-28 00:00:00+00:00,11,6,95,12
2026-03-01 00:00:00+00:00,1,1,176,10
2026-03-02 00:00:00+00:00,12,7,18,7
2026-03-03 00:00:00+00:00,7,6,5,2
2026-03-04 00:00:00+00:00,18,5,7,3
2026-03-05 00:00:00+00:00,8,5,13,2
2026-03-06 00:00:00+00:00,77,10,6,4
2026-03-07 00:00:00+00:00,14,11,11,3
2026-03-08 00:00:00+00:00,12,4,18,4
