time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-02 00:00:00+00:00,17,10,0,0
2026-01-03 00:00:00+00:00,3,3,6,1
2026-01-04 00:00:00+00:00,6,5,2,2
2026-01-05 00:00:00+00:00,4,4,0,0
2026-01-06 00:00:00+00:00,14,9,12,2
2026-01-07 00:00:00+00:00,13,5,10,3
2026-01-08 00:00:00+00:00,12,7,4,4
2026-01-09 00:00:00+00:00,10,5,7,5
2026-01-10 00:00:00+00:00,0,0,5,5
2026-01-11 00:00:00+00:00,10,6,3,3
2026-01-12 00:00:00+00:00,3,3,5,3
2026-01-13 00:00:00+00:00,7,3,0,0
2026-01-14 00:00:00+00:00,5,4,2,2
2026-01-15 00:00:00+00:00,7,5,9,1
