time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-15 00:00:00+00:00,11,7,200,5
2024-04-16 00:00:00+00:00,14,11,125,3
2024-04-17 00:00:00+00:00,18,10,157,3
2024-04-18 00:00:00+00:00,20,12,33,2
2024-04-19 00:00:00+00:00,13,8,15,3
2024-04-20 00:00:00+00:00,10,6,28,3
2024-04-21 00:00:00+00:00,10,6,4,2
2024-04-22 00:00:00+00:00,10,9,2,1
2024-04-23 00:00:00+00:00,3,3,9,2
2024-04-24 00:00:00+00:00,17,14,4,1
2024-04-25 00:00:00+00:00,11,7,39,2
2024-04-26 00:00:00+00:00,14,12,58,5
2024-04-27 00:00:00+00:00,20,12,44,3
2024-04-28 00:00:00+00:00,11,6,129,2
