time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-24 00:00:00+00:00,7,4,15,3
2024-08-25 00:00:00+00:00,3,3,9,2
2024-08-26 00:00:00+00:00,3,3,135,5
2024-08-27 00:00:00+00:00,9,8,71,3
2024-08-28 00:00:00+00:00,1,1,41,2
2024-08-29 00:00:00+00:00,4,4,34,3
2024-08-30 00:00:00+00:00,9,8,42,3
2024-08-31 00:00:00+00:00,11,8,1,1
2024-09-01 00:00:00+00:00,1,1,92,3
2024-09-02 00:00:00+00:00,11,8,80,5
2024-09-03 00:00:00+00:00,6,5,25,1
2024-09-04 00:00:00+00:00,2,2,17,2
2024-09-05 00:00:00+00:00,5,5,316,5
2024-09-06 00:00:00+00:00,4,3,29,1
