time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-28 00:00:00+00:00,7,7,55.0,2.0
2024-06-29 00:00:00+00:00,6,5,261.0,4.0
2024-06-30 00:00:00+00:00,4,4,143.0,6.0
2024-07-01 00:00:00+00:00,8,8,44.0,3.0
2024-07-02 00:00:00+00:00,6,2,43.0,4.0
2024-07-03 00:00:00+00:00,9,7,29.0,4.0
2024-07-04 00:00:00+00:00,4,3,64.0,4.0
2024-07-05 00:00:00+00:00,2,2,30.0,2.0
2024-07-06 00:00:00+00:00,7,5,,
2024-07-07 00:00:00+00:00,1,1,27.0,6.0
2024-07-08 00:00:00+00:00,7,7,15.0,3.0
2024-07-09 00:00:00+00:00,4,3,18.0,1.0
2024-07-10 00:00:00+00:00,7,6,18.0,4.0
2024-07-11 00:00:00+00:00,10,8,,
