time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-20 00:00:00+00:00,7,4,0,0
2026-04-21 00:00:00+00:00,16,8,6,2
2026-04-22 00:00:00+00:00,29,26,6,1
2026-04-23 00:00:00+00:00,11,8,2,2
2026-04-24 00:00:00+00:00,21,10,4,2
2026-04-25 00:00:00+00:00,8,6,63,2
2026-04-26 00:00:00+00:00,3,2,0,0
2026-04-27 00:00:00+00:00,9,6,11,1
2026-04-28 00:00:00+00:00,3,3,3,1
2026-04-29 00:00:00+00:00,9,4,1,1
2026-04-30 00:00:00+00:00,15,6,4,2
2026-05-01 00:00:00+00:00,11,5,29,2
2026-05-02 00:00:00+00:00,6,4,1,1
2026-05-03 00:00:00+00:00,3,2,2,2
