time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-13 00:00:00+00:00,10,3,14.0,3.0
2024-10-14 00:00:00+00:00,4,2,22.0,3.0
2024-10-15 00:00:00+00:00,3,3,1.0,1.0
2024-10-16 00:00:00+00:00,8,5,10.0,2.0
2024-10-17 00:00:00+00:00,1,1,26.0,2.0
2024-10-18 00:00:00+00:00,7,6,89.0,4.0
2024-10-19 00:00:00+00:00,15,5,22.0,3.0
2024-10-20 00:00:00+00:00,1,1,4.0,1.0
2024-10-21 00:00:00+00:00,3,3,4.0,1.0
2024-10-22 00:00:00+00:00,10,5,13.0,3.0
2024-10-23 00:00:00+00:00,2,2,,
2024-10-24 00:00:00+00:00,5,3,10.0,1.0
2024-10-25 00:00:00+00:00,9,4,11.0,3.0
2024-10-26 00:00:00+00:00,4,4,6.0,1.0
