url_path,views_total,views_unique
/varabyte/kobweb-templates/tree/7e42634cd72559fe737b53ba0bb76f9ee12691ab/examples,45,8
/varabyte/kobweb-templates/tree/7e42634cd72559fe737b53ba0bb76f9ee12691ab,38,17
/varabyte/kobweb-templates/tree/7e42634cd72559fe737b53ba0bb76f9ee12691ab/app,28,8
/varabyte/kobweb-templates/tree/7e42634cd72559fe737b53ba0bb76f9ee12691ab/examples/todo,28,4
/varabyte/kobweb-templates/blob/7e42634cd72559fe737b53ba0bb76f9ee12691ab/examples/todo/site/src/jvmMain/kotlin/todo/api/Add.kt,22,3
/varabyte/kobweb-templates/tree/7e42634cd72559fe737b53ba0bb76f9ee12691ab/examples/todo/site,22,3
/varabyte/kobweb-templates/blob/7e42634cd72559fe737b53ba0bb76f9ee12691ab/examples/todo/site/build.gradle.kts,19,2
/varabyte/kobweb-templates/tree/7e42634cd72559fe737b53ba0bb76f9ee12691ab/examples/todo/site/src,18,3
/varabyte/kobweb-templates/tree/7e42634cd72559fe737b53ba0bb76f9ee12691ab/examples/todo/site/src/jvmMain/kotlin/todo/api,18,3
/varabyte/kobweb-templates/tree/main/examples,16,5
