time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-05 00:00:00+00:00,16,10,,
2025-04-06 00:00:00+00:00,10,9,,
2025-04-07 00:00:00+00:00,29,10,2.0,1.0
2025-04-08 00:00:00+00:00,21,13,79.0,4.0
2025-04-09 00:00:00+00:00,9,7,25.0,3.0
2025-04-10 00:00:00+00:00,19,13,70.0,5.0
2025-04-11 00:00:00+00:00,19,13,26.0,2.0
2025-04-12 00:00:00+00:00,10,9,,
2025-04-13 00:00:00+00:00,29,10,67.0,2.0
2025-04-14 00:00:00+00:00,17,14,4.0,1.0
2025-04-15 00:00:00+00:00,7,7,17.0,3.0
2025-04-16 00:00:00+00:00,6,5,14.0,3.0
2025-04-17 00:00:00+00:00,12,8,,
2025-04-18 00:00:00+00:00,15,7,55.0,3.0
