time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-23 00:00:00+00:00,16,7,5,1
2026-03-24 00:00:00+00:00,16,8,2,2
2026-03-25 00:00:00+00:00,10,8,14,1
2026-03-26 00:00:00+00:00,13,6,0,0
2026-03-27 00:00:00+00:00,4,4,29,2
2026-03-28 00:00:00+00:00,9,7,6,3
2026-03-29 00:00:00+00:00,5,4,5,3
2026-03-30 00:00:00+00:00,8,6,1,1
2026-03-31 00:00:00+00:00,13,11,24,12
2026-04-01 00:00:00+00:00,5,5,22,2
2026-04-02 00:00:00+00:00,18,7,7,3
2026-04-03 00:00:00+00:00,9,9,0,0
2026-04-04 00:00:00+00:00,4,4,0,0
2026-04-05 00:00:00+00:00,8,4,17,1
