time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-28 00:00:00+00:00,15,12,14,3
2025-08-29 00:00:00+00:00,23,15,62,4
2025-08-30 00:00:00+00:00,16,8,24,3
2025-08-31 00:00:00+00:00,26,12,17,3
2025-09-01 00:00:00+00:00,11,6,2,1
2025-09-02 00:00:00+00:00,23,17,43,4
2025-09-03 00:00:00+00:00,38,22,56,3
2025-09-04 00:00:00+00:00,22,18,28,3
2025-09-05 00:00:00+00:00,25,11,148,5
2025-09-06 00:00:00+00:00,13,10,14,3
2025-09-07 00:00:00+00:00,13,5,3,1
2025-09-08 00:00:00+00:00,14,10,66,3
2025-09-09 00:00:00+00:00,12,11,170,7
2025-09-10 00:00:00+00:00,18,13,48,2
