url_path,views_total,views_unique
/varabyte/kobweb-templates,12,10
/varabyte/kobweb-templates/tree/5bc86f4cedd27ba5fc6f6e8775233e5d9f4ecc91,12,9
/varabyte/kobweb-templates/tree/5bc86f4cedd27ba5fc6f6e8775233e5d9f4ecc91/examples,10,7
/varabyte/kobweb-templates/tree/d22b86ab4f18ab511cf118ab53441237fcff8c43,9,4
/varabyte/kobweb-templates/tree/main/examples,8,7
/varabyte/kobweb-templates/tree/5bc86f4cedd27ba5fc6f6e8775233e5d9f4ecc91/examples/chat,7,5
/varabyte/kobweb-templates/tree/main/examples/chat,6,5
/varabyte/kobweb-templates/tree/d22b86ab4f18ab511cf118ab53441237fcff8c43/examples,6,3
/varabyte/kobweb-templates/tree/d22b86ab4f18ab511cf118ab53441237fcff8c43/examples/todo/site,6,1
/varabyte/kobweb-templates/tree/5bc86f4cedd27ba5fc6f6e8775233e5d9f4ecc91/app,5,4
