time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-28 00:00:00+00:00,17,9,6,1
2025-12-29 00:00:00+00:00,28,16,20,4
2025-12-30 00:00:00+00:00,15,7,30,6
2025-12-31 00:00:00+00:00,18,11,11,7
2026-01-01 00:00:00+00:00,6,3,47,9
2026-01-02 00:00:00+00:00,17,10,0,0
2026-01-03 00:00:00+00:00,3,3,6,1
2026-01-04 00:00:00+00:00,6,5,2,2
2026-01-05 00:00:00+00:00,4,4,0,0
2026-01-06 00:00:00+00:00,14,9,12,2
2026-01-07 00:00:00+00:00,13,5,10,3
2026-01-08 00:00:00+00:00,12,7,4,4
2026-01-09 00:00:00+00:00,10,5,7,5
2026-01-10 00:00:00+00:00,0,0,5,5
