url_path,views_total,views_unique
/varabyte/truthish,18,12
/varabyte/truthish/issues,8,3
/varabyte/truthish/actions/workflows/gradle-test-all.yml,5,1
/varabyte/truthish/actions/workflows/dependabot/dependabot-updates,4,1
/varabyte/truthish/actions/workflows/publish.yml,3,1
/varabyte/truthish/issues/7,3,1
/varabyte/truthish/blob/24af78dea3526c5a62246f09ceae2b02691615de/.github/workflows/publish.yml,2,2
/varabyte/truthish/actions,2,1
/varabyte/truthish/compare/main...1.0.2,2,1
/varabyte/truthish/issues/8,2,1
