url_path,views_total,views_unique
/varabyte/truthish,20,10
/varabyte/truthish/actions/workflows/publish.yml,13,1
/varabyte/truthish/tree/main/src,11,2
/varabyte/truthish/tree/main/src/commonMain/kotlin/com/varabyte/truthish,10,2
/varabyte/truthish/issues,5,3
/varabyte/truthish/tree/main/src/commonMain/kotlin/com/varabyte/truthish/subjects,5,2
/varabyte/truthish/actions/runs/9570609088,4,1
/varabyte/truthish/actions/workflows/gradle-test-all.yml,4,1
/varabyte/truthish/branches,4,1
/varabyte/truthish/branches/yours,4,1
