url_path,views_total,views_unique
/varabyte/truthish,9,8
/varabyte/truthish/actions/runs/20406474666,7,4
/varabyte/truthish/releases/tag/v1.0.4,7,3
/varabyte/truthish/blob/main/LICENSE,5,5
/varabyte/truthish/commit/d9cc4fb77174761d1b1d9ffc240727d319476630,5,5
/varabyte/truthish/blob/main/.github/workflows/coverage-badge.yml,5,3
/varabyte/truthish/commit/3373210a4d9aac96641ca1bdac44f6ad2bb5b203,5,3
/varabyte/truthish/commits/main,5,3
/varabyte/truthish/releases/tag/v0.6.5,5,3
/varabyte/truthish/tree/d9cc4fb77174761d1b1d9ffc240727d319476630,5,3
