url_path,views_total,views_unique
/varabyte/truthish,21,9
/varabyte/truthish/pull/12,13,1
/varabyte/truthish/blob/main/build.gradle.kts,5,3
/varabyte/truthish/pulls,5,1
/varabyte/truthish/tree/main/gradle/wrapper,4,2
/varabyte/truthish/issues,2,2
/varabyte/truthish/releases/tag/v1.0.3,2,2
/varabyte/truthish/tree/main/src/commonTest/kotlin/com/varabyte/truthish,2,1
/varabyte/truthish/blob/4db4fc60a29119a3fc17e0f3e6bf6600f43dbd39/.github/workflows/publish.yml,1,1
/varabyte/truthish/blob/main/gradle/wrapper/gradle-wrapper.properties,1,1
