referrer,views_total,views_unique
kobweb.varabyte.com,128,23
Google,99,41
plugins.gradle.org,28,1
github.com,10,8
yandex.ru,10,1
chatgpt.com,8,4
bitspittle.dev,3,3
ecosia.org,2,1
wx2.qq.com,1,1
search.brave.com,1,1
