time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-05 00:00:00+00:00,23,10,133,35
2025-05-06 00:00:00+00:00,3,3,162,43
2025-05-07 00:00:00+00:00,5,3,90,43
2025-05-08 00:00:00+00:00,6,4,106,37
2025-05-09 00:00:00+00:00,4,2,82,28
2025-05-10 00:00:00+00:00,6,4,139,25
2025-05-11 00:00:00+00:00,4,4,37,20
2025-05-12 00:00:00+00:00,35,13,164,46
2025-05-13 00:00:00+00:00,7,6,92,36
2025-05-14 00:00:00+00:00,10,4,55,28
2025-05-15 00:00:00+00:00,41,10,117,35
2025-05-16 00:00:00+00:00,26,13,99,18
2025-05-17 00:00:00+00:00,37,17,136,51
2025-05-18 00:00:00+00:00,10,6,91,31
