time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-09 00:00:00+00:00,3,1,45,20
2025-11-10 00:00:00+00:00,13,9,109,35
2025-11-11 00:00:00+00:00,22,10,87,58
2025-11-12 00:00:00+00:00,13,6,69,33
2025-11-13 00:00:00+00:00,8,6,86,40
2025-11-14 00:00:00+00:00,10,5,56,23
2025-11-15 00:00:00+00:00,3,1,30,18
2025-11-16 00:00:00+00:00,4,2,36,22
2025-11-17 00:00:00+00:00,6,4,96,29
2025-11-18 00:00:00+00:00,9,5,41,29
2025-11-19 00:00:00+00:00,6,2,68,36
2025-11-20 00:00:00+00:00,14,7,67,27
2025-11-21 00:00:00+00:00,8,6,48,31
2025-11-22 00:00:00+00:00,4,2,24,17
