referrer,views_total,views_unique
kobweb.varabyte.com,110,51
Google,90,62
github.com,43,19
Baidu,9,5
Bing,6,6
search.brave.com,5,4
klibs.io,3,3
DuckDuckGo,2,2
ecosia.org,2,2
amaiice.uk,1,1
