referrer,views_total,views_unique
Google,177,61
kobweb.varabyte.com,168,65
github.com,31,17
yandex.ru,10,3
mp.weixin.qq.com,8,5
Bing,5,5
DuckDuckGo,4,4
bitspittle.dev,4,2
comsci.co.uk,3,3
search.brave.com,2,1
