time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-02 00:00:00+00:00,6,3,200,57
2025-04-03 00:00:00+00:00,3,1,190,62
2025-04-04 00:00:00+00:00,3,3,158,41
2025-04-05 00:00:00+00:00,11,8,126,37
2025-04-06 00:00:00+00:00,39,20,292,56
2025-04-07 00:00:00+00:00,3,3,109,50
2025-04-08 00:00:00+00:00,1,1,193,59
2025-04-09 00:00:00+00:00,3,3,122,36
2025-04-10 00:00:00+00:00,1,1,129,39
2025-04-11 00:00:00+00:00,5,3,128,39
2025-04-12 00:00:00+00:00,4,3,160,32
2025-04-13 00:00:00+00:00,3,3,189,41
2025-04-14 00:00:00+00:00,8,2,134,40
2025-04-15 00:00:00+00:00,3,2,161,42
