time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-10 00:00:00+00:00,1,1,84,32
2024-11-11 00:00:00+00:00,11,5,166,57
2024-11-12 00:00:00+00:00,2,2,136,46
2024-11-13 00:00:00+00:00,6,5,142,51
2024-11-14 00:00:00+00:00,3,3,127,44
2024-11-15 00:00:00+00:00,12,5,303,65
2024-11-16 00:00:00+00:00,2,2,211,77
2024-11-17 00:00:00+00:00,2,2,201,47
2024-11-18 00:00:00+00:00,1,1,197,62
2024-11-19 00:00:00+00:00,4,4,176,51
2024-11-20 00:00:00+00:00,4,3,275,53
2024-11-21 00:00:00+00:00,2,2,182,50
2024-11-22 00:00:00+00:00,4,2,97,43
2024-11-23 00:00:00+00:00,1,1,107,37
