time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-03 00:00:00+00:00,13,7,257,45
2024-05-04 00:00:00+00:00,13,6,288,51
2024-05-05 00:00:00+00:00,16,9,289,41
2024-05-06 00:00:00+00:00,15,8,241,64
2024-05-07 00:00:00+00:00,4,2,177,44
2024-05-08 00:00:00+00:00,9,5,172,40
2024-05-09 00:00:00+00:00,33,14,206,45
2024-05-10 00:00:00+00:00,9,3,211,47
2024-05-11 00:00:00+00:00,48,12,254,44
2024-05-12 00:00:00+00:00,3,2,177,31
2024-05-13 00:00:00+00:00,9,4,222,61
2024-05-14 00:00:00+00:00,40,15,414,58
2024-05-15 00:00:00+00:00,8,5,174,51
2024-05-16 00:00:00+00:00,14,6,165,50
