url_path,views_total,views_unique
/varabyte/kobweb,572,273
/varabyte/kobweb/pulls,124,9
/varabyte/kobweb/pull/700,105,4
/varabyte/kobweb/issues,75,29
/varabyte/kobweb/pull/700/files,72,3
/varabyte/kobweb/pull/709,69,6
/varabyte/kobweb/pull/709/files,42,3
/varabyte/kobweb/discussions/704,22,10
/varabyte/kobweb/releases,19,14
/varabyte/kobweb/issues/708,18,5
