referrer,views_total,views_unique
Google,166,67
github.com,127,30
kobweb.varabyte.com,116,57
go.jetbrains.com,12,10
blog.jetbrains.com,9,9
bitspittle.dev,8,3
Bing,5,4
klibs.io,5,4
comsci.co.uk,4,3
search.brave.com,2,2
