time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-25 00:00:00+00:00,3.0,3.0,166,44
2024-09-26 00:00:00+00:00,1.0,1.0,69,37
2024-09-27 00:00:00+00:00,,,102,42
2024-09-28 00:00:00+00:00,4.0,4.0,66,38
2024-09-29 00:00:00+00:00,,,113,41
2024-09-30 00:00:00+00:00,,,87,45
2024-10-01 00:00:00+00:00,2.0,2.0,114,43
2024-10-02 00:00:00+00:00,,,89,30
2024-10-03 00:00:00+00:00,6.0,6.0,82,39
2024-10-04 00:00:00+00:00,,,90,44
2024-10-05 00:00:00+00:00,,,90,50
2024-10-06 00:00:00+00:00,,,138,44
2024-10-07 00:00:00+00:00,2.0,2.0,92,41
2024-10-08 00:00:00+00:00,4.0,4.0,115,45
