referrer,views_total,views_unique
Google,136,58
kobweb.varabyte.com,88,44
github.com,55,30
DuckDuckGo,21,4
search.brave.com,5,3
sourceforge.net,4,1
Bing,3,3
klibs.io,2,2
yandex.ru,2,2
a.koby.admin.ch,1,1
