url_path,views_total,views_unique
/varabyte/kobweb,366,203
/varabyte/kobweb/issues,62,20
/varabyte/kobweb/pulls,25,9
/varabyte/kobweb/milestone/1,24,9
/varabyte/kobweb/blob/main/README.md,18,2
/varabyte/kobweb/actions/workflows/publish.yml,17,6
/varabyte/kobweb/tree/dev,14,10
/varabyte/kobweb/pull/768,14,6
/varabyte/kobweb/releases/tag/v0.23.3,12,10
/varabyte/kobweb/releases,12,6
