time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-17 00:00:00+00:00,18,9,88,28
2026-03-18 00:00:00+00:00,71,7,35,16
2026-03-19 00:00:00+00:00,17,9,37,15
2026-03-20 00:00:00+00:00,10,4,10,7
2026-03-21 00:00:00+00:00,12,7,17,14
2026-03-22 00:00:00+00:00,5,2,54,18
2026-03-23 00:00:00+00:00,21,10,79,31
2026-03-24 00:00:00+00:00,19,7,62,23
2026-03-25 00:00:00+00:00,15,9,56,22
2026-03-26 00:00:00+00:00,7,4,77,41
2026-03-27 00:00:00+00:00,8,5,56,20
2026-03-28 00:00:00+00:00,11,7,107,25
2026-03-29 00:00:00+00:00,9,6,53,23
2026-03-30 00:00:00+00:00,13,9,86,30
