time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-30 00:00:00+00:00,13,8,142,54
2025-07-31 00:00:00+00:00,17,9,172,45
2025-08-01 00:00:00+00:00,20,9,105,44
2025-08-02 00:00:00+00:00,10,4,72,31
2025-08-03 00:00:00+00:00,21,7,123,39
2025-08-04 00:00:00+00:00,7,5,115,41
2025-08-05 00:00:00+00:00,21,2,133,37
2025-08-06 00:00:00+00:00,5,2,63,32
2025-08-07 00:00:00+00:00,3,3,72,31
2025-08-08 00:00:00+00:00,4,2,81,32
2025-08-09 00:00:00+00:00,4,3,78,30
2025-08-10 00:00:00+00:00,27,13,70,29
2025-08-11 00:00:00+00:00,42,5,93,38
2025-08-12 00:00:00+00:00,543,13,98,26
