time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-29 00:00:00+00:00,4,3,161,35
2025-05-30 00:00:00+00:00,6,1,46,29
2025-05-31 00:00:00+00:00,4,2,40,16
2025-06-01 00:00:00+00:00,6,1,58,21
2025-06-02 00:00:00+00:00,5,3,58,29
2025-06-03 00:00:00+00:00,6,4,52,28
2025-06-04 00:00:00+00:00,4,2,71,38
2025-06-05 00:00:00+00:00,2,2,61,39
2025-06-06 00:00:00+00:00,3,3,143,47
2025-06-07 00:00:00+00:00,4,2,92,33
2025-06-08 00:00:00+00:00,2,1,117,45
2025-06-09 00:00:00+00:00,4,3,141,54
2025-06-10 00:00:00+00:00,4,3,106,41
2025-06-11 00:00:00+00:00,2,2,151,49
