time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-16 00:00:00+00:00,484,6,154,38
2025-04-17 00:00:00+00:00,1,1,44,29
2025-04-18 00:00:00+00:00,35,15,89,24
2025-04-19 00:00:00+00:00,19,9,113,30
2025-04-20 00:00:00+00:00,1,1,77,36
2025-04-21 00:00:00+00:00,34,12,172,45
2025-04-22 00:00:00+00:00,13,8,246,53
2025-04-23 00:00:00+00:00,37,14,271,42
2025-04-24 00:00:00+00:00,53,25,217,42
2025-04-25 00:00:00+00:00,35,15,174,38
2025-04-26 00:00:00+00:00,8,2,101,25
2025-04-27 00:00:00+00:00,20,9,108,33
2025-04-28 00:00:00+00:00,23,9,242,47
2025-04-29 00:00:00+00:00,30,15,186,42
