time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-05 00:00:00+00:00,19,10,249,65
2025-03-06 00:00:00+00:00,26,16,261,82
2025-03-07 00:00:00+00:00,44,28,256,56
2025-03-08 00:00:00+00:00,11,7,107,40
2025-03-09 00:00:00+00:00,2,2,115,40
2025-03-10 00:00:00+00:00,8,7,148,41
2025-03-11 00:00:00+00:00,3,3,119,51
2025-03-12 00:00:00+00:00,12,7,248,96
2025-03-13 00:00:00+00:00,29,16,394,156
2025-03-14 00:00:00+00:00,39,21,281,76
2025-03-15 00:00:00+00:00,7,7,138,60
2025-03-16 00:00:00+00:00,12,6,109,39
2025-03-17 00:00:00+00:00,12,6,201,56
2025-03-18 00:00:00+00:00,9,5,200,61
