url_path,views_total,views_unique
/varabyte/kobweb,814,399
/varabyte/kobweb/issues,41,27
/varabyte/kobweb/releases,23,17
/varabyte/kobweb/blob/main/docs/css-style.md,23,15
/varabyte/kobweb/tree/0.19.3,19,4
/varabyte/kobweb/blob/main/COMPATIBILITY.md,18,13
/varabyte/kobweb/releases/tag/v0.19.2,14,10
/varabyte/kobweb/commits/main,13,7
/varabyte/kobweb/pulls,12,9
/varabyte/kobweb/tree/main/backend,9,6
