time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-27 00:00:00+00:00,42,17,57,16
2026-06-28 00:00:00+00:00,198,28,69,17
2026-06-29 00:00:00+00:00,25,16,19,16
2026-06-30 00:00:00+00:00,76,30,68,14
2026-07-01 00:00:00+00:00,96,23,60,18
2026-07-02 00:00:00+00:00,548,57,82,20
2026-07-03 00:00:00+00:00,434,63,133,39
2026-07-04 00:00:00+00:00,146,45,106,39
2026-07-05 00:00:00+00:00,558,53,88,30
2026-07-06 00:00:00+00:00,59,28,96,47
2026-07-07 00:00:00+00:00,17,6,31,14
2026-07-08 00:00:00+00:00,15,9,22,15
2026-07-09 00:00:00+00:00,24,18,48,23
2026-07-10 00:00:00+00:00,24,17,25,17
