url_path,views_total,views_unique
/varabyte/kobweb,316,198
/varabyte/kobweb/blob/main/README.md,46,5
/varabyte/kobweb/issues,21,15
/varabyte/kobweb/pulls,18,8
/varabyte/kobweb/releases/tag/v0.24.0,17,11
/varabyte/kobweb/releases,15,11
/varabyte/kobweb/milestone/1,15,6
/varabyte/kobweb/tags,13,1
/varabyte/kobweb/pull/778,9,5
/varabyte/kobweb/pull/775,9,3
