url_path,views_total,views_unique
/varabyte/kobweb,359,234
/varabyte/kobweb/issues,27,14
/varabyte/kobweb/milestone/1,26,6
/varabyte/kobweb/pulls,25,8
/varabyte/kobweb/releases/tag/v0.24.0,23,17
/varabyte/kobweb/pull/777,23,3
/varabyte/kobweb/blob/main/README.md,20,3
/varabyte/kobweb/releases,11,10
/varabyte/kobweb/tree/main/frontend,11,9
/varabyte/kobweb/releases/tag/v0.22.0,10,5
