referrer,views_total,views_unique
kobweb.varabyte.com,104,51
Google,78,55
github.com,49,24
t.co,14,12
klibs.io,7,6
Bing,3,3
com.linkedin.android,3,3
search.brave.com,3,3
Baidu,3,1
bitspittle.dev,2,2
