url_path,views_total,views_unique
/varabyte/kobweb,530,273
/varabyte/kobweb/issues,87,28
/varabyte/kobweb/releases,41,22
/varabyte/kobweb/blob/main/README.md,34,2
/varabyte/kobweb/actions/workflows/publish.yml,28,2
/varabyte/kobweb/releases/tag/v0.23.0,26,20
/varabyte/kobweb/pulls,24,7
/varabyte/kobweb/tree/main/frontend,23,14
/varabyte/kobweb/tree/dev,19,6
/varabyte/kobweb/commits/dev,19,3
