time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-25 00:00:00+00:00,,,152,56
2025-01-26 00:00:00+00:00,2.0,2.0,205,67
2025-01-27 00:00:00+00:00,,,111,59
2025-01-28 00:00:00+00:00,,,95,43
2025-01-29 00:00:00+00:00,3.0,2.0,144,58
2025-01-30 00:00:00+00:00,7.0,3.0,123,57
2025-01-31 00:00:00+00:00,2.0,2.0,128,40
2025-02-01 00:00:00+00:00,9.0,6.0,130,46
2025-02-02 00:00:00+00:00,10.0,4.0,143,53
2025-02-03 00:00:00+00:00,8.0,7.0,233,74
2025-02-04 00:00:00+00:00,12.0,7.0,173,68
2025-02-05 00:00:00+00:00,6.0,4.0,246,60
2025-02-06 00:00:00+00:00,5.0,2.0,155,56
2025-02-07 00:00:00+00:00,7.0,5.0,3562,43
