time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-20 00:00:00+00:00,17,5,115,36
2025-06-21 00:00:00+00:00,54,5,43,28
2025-06-22 00:00:00+00:00,4,2,47,23
2025-06-23 00:00:00+00:00,7,5,85,33
2025-06-24 00:00:00+00:00,13,7,70,34
2025-06-25 00:00:00+00:00,50,16,191,37
2025-06-26 00:00:00+00:00,26,6,149,37
2025-06-27 00:00:00+00:00,60,19,265,39
2025-06-28 00:00:00+00:00,9,4,158,39
2025-06-29 00:00:00+00:00,6,2,79,34
2025-06-30 00:00:00+00:00,30,14,150,44
2025-07-01 00:00:00+00:00,7,3,154,41
2025-07-02 00:00:00+00:00,129,22,149,40
2025-07-03 00:00:00+00:00,25,10,186,36
