time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-12 00:00:00+00:00,15,9,47,19
2026-03-13 00:00:00+00:00,16,9,82,31
2026-03-14 00:00:00+00:00,17,9,41,23
2026-03-15 00:00:00+00:00,51,6,17,11
2026-03-16 00:00:00+00:00,14,10,76,29
2026-03-17 00:00:00+00:00,18,9,88,28
2026-03-18 00:00:00+00:00,71,7,35,16
2026-03-19 00:00:00+00:00,17,9,37,15
2026-03-20 00:00:00+00:00,10,4,10,7
2026-03-21 00:00:00+00:00,12,7,17,14
2026-03-22 00:00:00+00:00,5,2,54,18
2026-03-23 00:00:00+00:00,21,10,79,31
2026-03-24 00:00:00+00:00,19,7,62,23
2026-03-25 00:00:00+00:00,15,9,56,22
