url_path,views_total,views_unique
/varabyte/kobweb,727,371
/varabyte/kobweb/branches,68,9
/varabyte/kobweb/issues,62,26
/varabyte/kobweb/commits/dev,41,7
/varabyte/kobweb/tree/dev,36,8
/varabyte/kobweb/tree/main/frontend,31,16
/varabyte/kobweb/releases,25,17
/varabyte/kobweb/blob/main/README.md,21,3
/varabyte/kobweb/releases/tag/v0.23.0,15,14
/varabyte/kobweb/blob/main/COMPATIBILITY.md,11,9
