referrer,views_total,views_unique
kobweb.varabyte.com,374,81
Google,361,114
yandex.ru,46,4
github.com,32,23
chatgpt.com,17,5
Bing,13,5
com.google.android.gm,11,3
DuckDuckGo,4,4
search.brave.com,3,2
medium.com,2,2
