time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-03 00:00:00+00:00,434,63,133,39
2026-07-04 00:00:00+00:00,146,45,106,39
2026-07-05 00:00:00+00:00,558,53,88,30
2026-07-06 00:00:00+00:00,59,28,96,47
2026-07-07 00:00:00+00:00,17,6,31,14
2026-07-08 00:00:00+00:00,15,9,22,15
2026-07-09 00:00:00+00:00,24,18,48,23
2026-07-10 00:00:00+00:00,24,17,25,17
2026-07-11 00:00:00+00:00,15,12,37,21
2026-07-12 00:00:00+00:00,21,12,24,16
2026-07-13 00:00:00+00:00,239,41,38,18
2026-07-14 00:00:00+00:00,14,10,36,25
2026-07-15 00:00:00+00:00,33,9,22,15
2026-07-16 00:00:00+00:00,115,36,21,16
