time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-06 00:00:00+00:00,5.0,2.0,155,56
2025-02-07 00:00:00+00:00,9.0,7.0,3568,46
2025-02-08 00:00:00+00:00,2.0,2.0,149,42
2025-02-09 00:00:00+00:00,2.0,2.0,154,55
2025-02-10 00:00:00+00:00,3.0,3.0,129,52
2025-02-11 00:00:00+00:00,2.0,2.0,117,55
2025-02-12 00:00:00+00:00,8.0,5.0,90,49
2025-02-13 00:00:00+00:00,2.0,2.0,68,33
2025-02-14 00:00:00+00:00,,,90,49
2025-02-15 00:00:00+00:00,1.0,1.0,136,54
2025-02-16 00:00:00+00:00,3.0,3.0,136,40
2025-02-17 00:00:00+00:00,2.0,2.0,183,57
2025-02-18 00:00:00+00:00,4.0,1.0,151,63
2025-02-19 00:00:00+00:00,,,75,40
