referrer,views_total,views_unique
Google,203,54
kobweb.varabyte.com,199,73
github.com,43,25
mp.weixin.qq.com,8,5
yandex.ru,8,3
Bing,7,6
DuckDuckGo,6,4
bitspittle.dev,5,3
varabyte.github.io,3,1
comsci.co.uk,2,2
