url_path,views_total,views_unique
/varabyte/kobweb,1245,598
/varabyte/kobweb/issues,84,31
/varabyte/kobweb/releases,61,24
/varabyte/kobweb/blob/main/README.md,54,15
/varabyte/kobweb/releases/tag/v0.20.4,52,34
/varabyte/kobweb/pulls,45,18
/varabyte/kobweb/tree/main/frontend,33,21
/varabyte/kobweb/actions,24,5
/varabyte/kobweb/blob/main/COMPATIBILITY.md,22,16
/varabyte/kobweb/tree/feature/readme-gutting,21,2
