url_path,views_total,views_unique
/varabyte/kobweb,802,435
/varabyte/kobweb/issues,68,28
/varabyte/kobweb/releases,48,24
/varabyte/kobweb/pulls,45,14
/varabyte/kobweb/tree/main/frontend,39,18
/varabyte/kobweb/actions/workflows/publish.yml,35,1
/varabyte/kobweb/activity,31,1
/varabyte/kobweb/actions,27,2
/varabyte/kobweb/releases/tag/v0.21.0,25,15
/varabyte/kobweb/releases/tag/v0.20.5,22,12
