referrer,views_total,views_unique
Google,121,59
kobweb.varabyte.com,97,46
github.com,67,38
DuckDuckGo,20,4
sourceforge.net,4,1
search.brave.com,3,2
Bing,2,2
go.bsky.app,2,1
a.koby.admin.ch,1,1
bitspittle.dev,1,1
