referrer,views_total,views_unique
Google,205,65
kobweb.varabyte.com,142,66
github.com,137,35
blog.jetbrains.com,7,7
go.jetbrains.com,6,4
comsci.co.uk,5,4
bitspittle.dev,5,2
Bing,4,4
klibs.io,4,3
DuckDuckGo,3,2
