time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-01 00:00:00+00:00,11,5,69,39
2025-10-02 00:00:00+00:00,11,8,143,36
2025-10-03 00:00:00+00:00,13,11,47,23
2025-10-04 00:00:00+00:00,10,8,66,30
2025-10-05 00:00:00+00:00,10,7,46,19
2025-10-06 00:00:00+00:00,8,4,114,40
2025-10-07 00:00:00+00:00,17,15,106,37
2025-10-08 00:00:00+00:00,13,11,156,50
2025-10-09 00:00:00+00:00,10,4,88,32
2025-10-10 00:00:00+00:00,9,6,112,33
2025-10-11 00:00:00+00:00,12,10,29,13
2025-10-12 00:00:00+00:00,18,13,27,18
2025-10-13 00:00:00+00:00,17,11,66,31
2025-10-14 00:00:00+00:00,20,10,63,28
