time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-13 00:00:00+00:00,239,41,38,18
2026-07-14 00:00:00+00:00,14,10,36,25
2026-07-15 00:00:00+00:00,33,9,22,15
2026-07-16 00:00:00+00:00,115,36,21,16
2026-07-17 00:00:00+00:00,264,153,24,17
2026-07-18 00:00:00+00:00,185,43,44,29
2026-07-19 00:00:00+00:00,83,34,63,34
2026-07-20 00:00:00+00:00,72,35,27,20
2026-07-21 00:00:00+00:00,383,50,44,26
2026-07-22 00:00:00+00:00,87,10,42,28
2026-07-23 00:00:00+00:00,13,8,28,22
2026-07-24 00:00:00+00:00,63,34,26,18
2026-07-25 00:00:00+00:00,11,8,36,17
2026-07-26 00:00:00+00:00,164,7,34,19
