url_path,views_total,views_unique
/varabyte/kobweb,597,284
/varabyte/kobweb/pulls,127,11
/varabyte/kobweb/pull/700,108,5
/varabyte/kobweb/issues,83,31
/varabyte/kobweb/pull/700/files,72,3
/varabyte/kobweb/pull/709,62,2
/varabyte/kobweb/pull/709/files,40,2
/varabyte/kobweb/discussions/704,25,12
/varabyte/kobweb/releases,22,17
/varabyte/kobweb/releases/tag/v0.22.0,18,14
