time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-18 00:00:00+00:00,1.0,1.0,13,8
2025-02-19 00:00:00+00:00,2.0,2.0,27,15
2025-02-20 00:00:00+00:00,,,32,13
2025-02-21 00:00:00+00:00,2.0,2.0,8,6
2025-02-22 00:00:00+00:00,,,5,4
2025-02-23 00:00:00+00:00,,,5,3
2025-02-24 00:00:00+00:00,1.0,1.0,3,3
2025-02-25 00:00:00+00:00,1.0,1.0,17,8
2025-02-26 00:00:00+00:00,1.0,1.0,3,3
2025-02-27 00:00:00+00:00,1.0,1.0,11,8
2025-02-28 00:00:00+00:00,,,3,3
2025-03-01 00:00:00+00:00,1.0,1.0,4,4
2025-03-02 00:00:00+00:00,2.0,2.0,3,1
2025-03-03 00:00:00+00:00,1.0,1.0,88,10
